"Age","Uncertainty","Landform","Sigma"
24.0596860376639,1.47216496819935,"Arànser Left","2 sigma"
23.8566990511847,1.54637030267487,"Arànser Left","2 sigma"
23.3228091433183,1.90368888475485,"Arànser Left","2 sigma"
23.2434095906423,0.909672548597051,"Arànser Left","2 sigma"
24.0404924372231,1.29866551233575,"Arànser Left","2 sigma"
23.6988755382115,2.24423593370486,"Arànser Left","2 sigma"
23.8361470778513,1.89787489005098,"Arànser Left","2 sigma"
23.257974745182,1.97797929783274,"Arànser Left","2 sigma"
22.2457315267391,1.75624141509279,"Arànser Left","2 sigma"
22.9451697378348,1.39637465756459,"Arànser Left","2 sigma"
23.3046584692508,2.15957587670913,"Arànser Left","2 sigma"
23.1581864824485,0.756243037127715,"Arànser Left","2 sigma"
23.2176385498889,1.72778877916926,"Arànser Left","2 sigma"
23.2106521000988,2.09894547577858,"Arànser Left","2 sigma"
22.9167233119859,1.26919364362436,"Arànser Left","2 sigma"
23.2636499558997,1.68470191187239,"Arànser Left","2 sigma"
23.6710956841362,1.83902703285641,"Arànser Left","2 sigma"
23.397572564688,0.936242569475157,"Arànser Left","2 sigma"
23.4373798836369,1.11847942032335,"Arànser Left","2 sigma"
23.5594761620653,1.73494987472258,"Arànser Left","2 sigma"
23.3136832408726,1.3541812497894,"Arànser Left","2 sigma"
21.4887505860193,2.30222629451035,"Arànser Left","2 sigma"
22.4857720862448,0.886286422886632,"Arànser Left","2 sigma"
23.3535179287591,1.99063583784976,"Arànser Left","2 sigma"
23.698089349756,1.68840043701703,"Arànser Left","2 sigma"
23.1490741917919,1.69234747341399,"Arànser Left","2 sigma"
23.8600280672977,1.29833523247787,"Arànser Left","2 sigma"
23.569504079508,1.27648640946347,"Arànser Left","2 sigma"
23.0477511633151,1.71423578722087,"Arànser Left","2 sigma"
23.459960280768,1.00170393619623,"Arànser Left","2 sigma"
16.6301398386388,1.85978058411791,"Arànser Left","2 sigma"
23.3738210154712,1.87524409237961,"Arànser Left","2 sigma"
23.8359305862454,1.34826188646222,"Arànser Left","2 sigma"
23.6114716400875,1.72672585310555,"Arànser Left","2 sigma"
23.2946243649513,1.89052027773695,"Arànser Left","2 sigma"
23.0254894237151,2.22367646169501,"Arànser Left","2 sigma"
23.8473782342359,1.5848977343854,"Arànser Left","2 sigma"
23.8065503768493,1.66831564842215,"Arànser Left","2 sigma"
23.1643090555366,1.22107098669368,"Arànser Left","2 sigma"
23.4044881556586,0.98432884623711,"Arànser Left","2 sigma"
23.6076365695952,1.05927727333007,"Arànser Left","2 sigma"
22.7941009306933,1.16884784817535,"Arànser Left","2 sigma"
23.0698122423566,1.72397006899009,"Arànser Left","2 sigma"
23.1123522698573,1.92733621039712,"Arànser Left","2 sigma"
23.0584285484991,1.55565493343874,"Arànser Left","2 sigma"
23.8542729953909,1.16724196223198,"Arànser Left","2 sigma"
22.9306495578747,1.42386000154034,"Arànser Left","2 sigma"
23.4889777239996,1.22332759983597,"Arànser Left","2 sigma"
22.9747458974043,1.40307148970051,"Arànser Left","2 sigma"
23.512244498678,1.5873669143633,"Arànser Left","2 sigma"
23.382945289502,1.60915066801597,"Arànser Left","2 sigma"
23.6255443370328,1.81627222829944,"Arànser Left","2 sigma"
23.2045671377661,1.15812988129156,"Arànser Left","2 sigma"
23.4142593961354,1.78709057617219,"Arànser Left","2 sigma"
22.6889930327115,1.87737504214538,"Arànser Left","2 sigma"
23.420706692612,1.4026042883397,"Arànser Left","2 sigma"
23.2262249110255,1.72498547990529,"Arànser Left","2 sigma"
23.1150898530328,1.18147437967898,"Arànser Left","2 sigma"
22.8210979985226,1.13647851919157,"Arànser Left","2 sigma"
23.863011320395,1.51603297320599,"Arànser Left","2 sigma"
23.1201259710578,1.10578609114844,"Arànser Left","2 sigma"
23.5630389117642,1.31840715753987,"Arànser Left","2 sigma"
23.5718338012153,1.38581958025801,"Arànser Left","2 sigma"
23.8833689885345,1.96732004536006,"Arànser Left","2 sigma"
23.5532724535973,1.40406529750424,"Arànser Left","2 sigma"
23.1327287798883,1.71265811163182,"Arànser Left","2 sigma"
23.3637529160081,1.61709839618749,"Arànser Left","2 sigma"
22.2394737215575,0.813262469041961,"Arànser Left","2 sigma"
23.041811132034,1.55551213146721,"Arànser Left","2 sigma"
22.7247470710285,1.65166787832214,"Arànser Left","2 sigma"
22.3402234432132,0.867333234678195,"Arànser Left","2 sigma"
22.8109466221311,1.83698208163392,"Arànser Left","2 sigma"
23.1715177354661,1.77571785649229,"Arànser Left","2 sigma"
23.8443327658286,1.50183959348269,"Arànser Left","2 sigma"
23.4014715580758,1.4532899699121,"Arànser Left","2 sigma"
23.600080606493,2.02287821968387,"Arànser Left","2 sigma"
23.62468235138,1.50782633730678,"Arànser Left","2 sigma"
23.7234006434204,1.87870556050376,"Arànser Left","2 sigma"
23.485112960776,0.754010477361027,"Arànser Left","2 sigma"
23.5728070903861,1.24807792931117,"Arànser Left","2 sigma"
23.4027797889514,1.48140437039864,"Arànser Left","2 sigma"
23.938164251021,1.42120247821835,"Arànser Left","2 sigma"
