Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
L-90,Soum d'Ech,Inner,43.08776,-0.08216,732,37.658,5.044,1.130015665,,26.822,1.71,380,260,250,250,24.7,51.76,0.792418292,66.443,27.9981,1.0617,1.1761,1.1761,Good,Good,IS,1.462,0.658,0.2,1,0.2,A,1,0,25.95030797,21.76774,71.79488,21.49337
L-91,Soum d'Ech,Inner,43.08801,-0.08276,741,37.058,4.156,0.863267696,,27.529,1.714,260,150,50,50,1.95,11.9,0.634298334,5.2455,27.9981,1.0617,0.4691,0.4691,Good,Good,OS,1.733,0.192,0.2,1,0.8,SA,0,0,16.95684543,13.75063,91.52602,18.85817
L-92,Soum d'Ech,Inner,43.08759,-0.08262,729,38.957,4.896,1.077497689,,25.329,1.705,200,105,60,60,1.26,7.86,0.717753428,3.3894,27.9981,1.0617,2.6691,2.6691,Young,Bad,IS,1.905,0.3,0.2,1,0,R,0,0,30.74339896,25.24472,117.44474,9.4202
L-93,Soum d'Ech,Inner,43.08773,-0.08323,739,35.858,4.372,1.003930073,,28.978,1.72,470,200,180,200,16.92,42.92,0.742605196,45.5148,27.9981,1.0617,-0.9799,0.9799,Good,Good,C,2.35,0.383,0.2,1,0,SA,0.75,0,3.295305641,0,150.59433,6.9332
L-94,Soum d'Ech,Inner,43.0879,-0.08327,739,37.391,4.827,1.013165825,,27.135,1.712,160,85,75,85,1.02,6.395,0.766261532,2.7438,27.9981,1.0617,0.8631,0.8631,Good,Good,OS,1.882,0.469,0.2,1,0.4,SR,0,0,15.82273079,13.04678,142.35844,24.10825
L-95,Soum d'Ech,Inner,43.08752,-0.08311,730,35.687,4.24,0.981856684,,29.189,1.721,155,100,85,100,1.3175,7.435,0.78169422,3.544075,27.9981,1.0617,-1.1909,1.1909,Good,Good,IS,1.55,0.548,0,1,0.2,A,0.25,0,27.62429257,21.1975,158.35173,9.87372
L-96,Soum d'Ech,Inner,43.08742,-0.08366,728,40.301,4.248,0.997114638,,23.836,1.7,210,195,95,95,3.89025,15.885,0.753035146,10.4647725,27.9981,1.0617,4.1621,4.1621,Young,Bad,IS,1.077,0.452,0.6,1,0,SR,0,0,30.59283479,22.73676,209.37832,1.99562
L-97,Soum d'Ech,Inner,43.08762,-0.08401,730,38.696,4.091,0.927338189,,25.625,1.706,170,110,45,45,0.8415,6.26,0.688566471,2.263635,27.9981,1.0617,2.3731,2.3731,Young,Bad,C,1.545,0.265,0.2,1,0.2,SR,0,0,1.697692925,0,228.79338,0.85706
L-98,Soum d'Ech,Outer,43.0879,-0.08404,731,40.473,3.719,0.791632927,,23.649,1.7,310,110,80,80,2.728,13.54,0.697313978,7.33832,27.9981,1.0617,4.3491,4.3491,Young,Bad,IS,2.818,0.258,0.2,1,0,SA,0,0,29.32661977,26.37311,218.29125,22.59053
L-99,Soum d'Ech,Outer,43.08781,-0.08451,731,38.398,4.932,1.173664853,,25.965,1.707,150,110,75,75,1.2375,7.2,0.774191561,3.328875,27.9981,1.0617,2.0331,2.0331,Good,Good,IS,1.364,0.5,0,1,0,A,0.25,0,25.00289123,23.7567,270.77193,11.34227
L-100,Soum d'Ech,Inner,43.0874,-0.0851,733,45.479,4.242,0.914260265,,18.515,1.692,130,105,70,70,0.9555,6.02,0.779306133,2.570295,27.9981,1.0617,9.4831,9.4831,Young,Bad,C,1.238,0.538,0,0,0.4,R,0,0,1.991435574,0,348.6149,6.3672
T-01,Tallada,,42.6188,0.73122,2384,63.257,2.498,0.599136316,,3.991,1.738,230,150,110,110,3.795,15.26,0.771029115,10.20855,3.4092,0.6891,-0.5818,0.5818,Good,Good,C,1.533,0.478,0,1,0,A,0.25,1,0.334576114,0,68.86664,11.18834
T-02,Tallada,,42.61884,0.73118,2383,65.29,1.593,0.378857092,,2.598,1.747,110,60,50,50,0.33,3.02,0.764691873,0.8877,3.4092,0.6891,0.8112,0.8112,Good,Good,C,1.833,0.455,0,1,0,A,0.75,0.5,0.937787216,0,63.34694,14.74125
T-03,Tallada,,42.61893,0.73117,2382,64.29,1.967,0.442503169,,3.278,1.743,110,50,50,50,0.275,2.7,0.757429396,0.73975,3.4092,0.6891,0.1312,0.1312,Good,Good,C,2.2,0.455,0,1,0,SR,0,0.5,0.500511852,0,53.41504,21.26894
T-04,Tallada,,42.61906,0.73111,2381,63.623,2.04,0.425037042,,3.737,1.74,230,130,115,115,3.4385,14.26,0.772580872,9.249565,3.4092,0.6891,-0.3278,0.3278,Good,Good,C,1.769,0.5,0,1,0,SA,0,0.5,0.125207218,0,37.65499,18.03512
T-05,Tallada,,42.61909,0.73106,2379,62.19,2.213,0.494072731,,4.74,1.733,140,100,50,50,0.7,5.2,0.733183711,1.883,3.4092,0.6891,-1.3308,1.3308,Good,Good,C,1.4,0.357,0,1,0,A,0,1,2.611123188,0,32.8933,21.91286
T-06,Tallada,,42.61918,0.73107,2378,60.49,1.533,0.339630565,,5.96,1.726,135,115,75,75,1.164375,6.855,0.780797799,3.13216875,3.4092,0.6891,-2.5508,2.5508,Old,Bad,C,1.174,0.556,0,1,0,A,0.25,1,2.295840661,0,23.58395,20.7423
T-07,Tallada,,42.6192,0.731,2376,61.323,1.533,0.334856686,,5.357,1.73,120,75,75,75,0.675,4.725,0.787562134,1.81575,3.4092,0.6891,-1.9478,1.9478,Old,Bad,C,1.6,0.625,0,1,0,A,0,0,1.841743993,0,19.26997,19.49506
T-08,Tallada,,42.61931,0.73094,2374,62.19,1.893,0.448244404,,4.74,1.733,190,80,62,62,0.9424,6.388,0.727683848,2.535056,3.4092,0.6891,-1.3308,1.3308,Good,Good,C,2.375,0.326,0,1,0,A,0,1,0.67796203,0,5.64689,8.73541
T-09,Tallada,,42.61936,0.73087,2374,63.49,1.4,0.318922576,,3.829,1.739,230,122,110,122,3.0866,13.356,0.767587597,8.302954,3.4092,0.6891,-0.4198,0.4198,Good,Good,C,1.885,0.478,0.2,1,0,A,0.25,1,2.157708417,0,0,11.00151
T-10,Tallada,,42.61941,0.7308,2373,62.823,2.122,0.491034858,,4.294,1.736,125,60,60,60,0.45,3.72,0.76339538,1.2105,3.4092,0.6891,-0.8848,0.8848,Good,Good,C,2.083,0.48,0,1,0,SA,0,1,1.668377738,0,0,16.87547
T-11,Tallada,,42.6195,0.73098,2370,63.857,1.569,0.365368472,,3.575,1.741,120,75,30,30,0.27,2.97,0.68020035,0.7263,3.4092,0.6891,-0.1658,0.1658,Good,Good,OS,1.6,0.25,0,1,0,A,0,0.5,15.08367451,14.30294,0,35.69725
T-12,Tallada,,42.61942,0.73105,2369,63.49,2.033,0.43629592,,3.829,1.739,150,102,100,100,1.53,8.1,0.792732614,4.1157,3.4092,0.6891,-0.4198,0.4198,Good,Good,OS,1.471,0.667,0,1,0,A,0,1,13.57468933,13.50908,0,34.6763
T-13,Tallada,,42.61929,0.73115,2370,63.69,1.847,0.407751821,,3.69,1.74,90,60,25,25,0.135,1.83,0.695433403,0.36315,3.4092,0.6891,-0.2808,0.2808,Good,Good,OS,1.5,0.278,0,1,0.2,SA,0,0.5,13.71593415,12.5127,15.58206,35.7383
T-14,Tallada,,42.61918,0.73125,2372,66.557,2.062,0.478373966,,1.752,1.753,100,60,25,25,0.15,2,0.682624128,0.4035,3.4092,0.6891,1.6572,1.6572,Young,Bad,OS,1.667,0.25,0,1,0,A,0,0.5,15.84375824,15.81606,32.12153,35.08503
T-15,Tallada,,42.61911,0.73128,2373,66.357,1.282,0.314376561,,1.885,1.752,240,142,105,105,3.5784,14.838,0.762490929,9.625896,3.4092,0.6891,1.5242,1.5242,Young,Bad,OS,1.69,0.438,0,1,0.2,SA,0,0,14.91863253,16.2844,40.27941,35.79503
T-16,Tallada,,42.61892,0.73135,2374,64.69,1.36,0.309519157,,3.005,1.744,65,50,50,50,0.1625,1.8,0.800043982,0.437125,3.4092,0.6891,0.4042,0.4042,Good,Good,OS,1.3,0.769,0,1,0.2,SA,0.25,0,14.75661598,16.11315,62.18284,36.48796
T-17,Tallada,,42.61887,0.73142,2374,63.623,1.816,0.397401101,,3.737,1.74,155,100,90,100,1.395,7.69,0.785128224,3.75255,3.4092,0.6891,-0.3278,0.3278,Good,Good,OS,1.55,0.581,0,1,0,A,0.25,1,17.43325409,16.79785,71.07889,34.12597
T-18,Tallada,,42.61882,0.73144,2376,65.29,1.7,0.407751821,,2.598,1.747,175,120,115,115,2.415,10.985,0.792432271,6.49635,3.4092,0.6891,0.8112,0.8112,Good,Good,OS,1.458,0.657,0.2,1,0.2,SR,0,0.5,14.66117729,14.73996,76.94425,32.18607
T-19,Tallada,,42.61876,0.73148,2377,63.757,1.162,0.272553596,,3.644,1.74,85,55,55,55,0.257125,2.475,0.790081315,0.69166625,3.4092,0.6891,-0.2348,0.2348,Good,Good,OS,1.545,0.647,0,1,0.2,SR,0,0.5,13.63645174,14.77578,84.9714,34.90836
T-20,Tallada,,42.61869,0.73144,2380,64.857,1.627,0.368465745,,2.891,1.745,220,122,112,112,3.00608,13.0288,0.773119682,8.0863552,3.4092,0.6891,0.5182,0.5182,Good,Good,OS,1.803,0.509,0,1,0,A,0,1,8.86756972,9.02483,89.39862,35.97317
T-21,Tallada,,42.61862,0.73112,2384,65.123,1.2,0.255553451,,2.711,1.746,110,95,75,75,0.78375,5.165,0.795912822,2.1082875,3.4092,0.6891,0.6982,0.6982,Good,Good,C,1.158,0.682,0,1,0,A,0,1,0.551290155,0,84.99767,11.63978
T-22,Tallada,,42.61874,0.73104,2383,63.59,1.88,0.397734592,,3.76,1.739,130,70,52,52,0.4732,3.9,0.752978671,1.272908,3.4092,0.6891,-0.3508,0.3508,Good,Good,C,1.857,0.4,0,1,0,A,0,1,0.617635112,0,69.64857,21.61483
T-23,Tallada,,42.61891,0.73096,2381,63.457,1.307,0.300515062,,3.852,1.739,320,140,95,95,4.256,17.7,0.717538603,11.44864,3.4092,0.6891,-0.4428,0.4428,Good,Good,C,2.286,0.297,0,1,0,A,0.5,1,0.386720294,0,48.90463,22.90682
T-24,Tallada,,42.61902,0.73094,2379,61.657,1.556,0.351416314,,5.119,1.731,145,125,60,60,1.0875,6.865,0.744954521,2.925375,3.4092,0.6891,-1.7098,1.7098,Old,Bad,C,1.16,0.414,0,1,0,SA,0.25,1,0.324202541,0,36.56826,20.50049
T-25,Tallada,,42.61913,0.73094,2377,63.723,1.538,0.353351322,,3.667,1.74,140,110,80,80,1.232,7.08,0.78497894,3.31408,3.4092,0.6891,-0.2578,0.2578,Good,Good,C,1.273,0.571,0,1,0,A,0.25,1,0.253336262,0,24.88799,18.82371
T-26,Tallada,,42.61918,0.73092,2376,62.79,2.467,0.600020837,,4.317,1.736,175,75,75,75,0.984375,6.375,0.750661805,2.64796875,3.4092,0.6891,-0.9078,0.9078,Good,Good,C,2.333,0.429,0,1,0,A,0.25,1,1.394536383,0,18.9253,15.47763
T-27,Tallada,,42.619,0.73101,2378,64.957,1.851,0.554921665,,2.824,1.746,120,75,40,40,0.36,3.36,0.728360716,0.9684,3.4092,0.6891,0.5852,0.5852,Good,Good,IS,1.6,0.333,0,1,0,SR,0,1,5.357018743,4.67265,40.95984,21.11855
T-28,Tallada,,42.61895,0.73107,2380,64.59,1.133,0.25495983,,3.073,1.744,225,110,110,110,2.7225,12.32,0.765335765,7.323525,3.4092,0.6891,0.3362,0.3362,Good,Good,IS,2.045,0.489,0,1,0,SA,0,0.5,6.949223801,6.24729,48.16923,24.54663
T-29,Tallada,,42.61882,0.73111,2382,63.757,1.613,0.409235572,,3.644,1.74,110,75,35,35,0.28875,2.945,0.717375963,0.7767375,3.4092,0.6891,-0.2348,0.2348,Good,Good,IS,1.467,0.318,0,1,0,SA,0,0.5,7.095073642,6.15911,63.30794,20.69077
T-30,Tallada,,42.61872,0.73119,2383,63.423,1.509,0.349307959,,3.875,1.739,120,40,35,35,0.168,2.08,0.70788109,0.45192,3.4092,0.6891,-0.4658,0.4658,Good,Good,IS,3,0.292,0,1,0,SA,0,0.5,7.666667521,7.12093,76.48466,5.29459
T-31,Tallada,,42.61863,0.73097,2381,64.357,1.482,0.342075581,,3.232,1.743,110,80,50,50,0.44,3.66,0.764372094,1.1836,3.4092,0.6891,0.1772,0.1772,Good,Good,IS,1.375,0.455,0,1,0,A,0.5,1,9.962985522,9.48205,79.0123,29.41065
T-32,Tallada,,42.6188,0.73087,2379,63.99,2.133,0.490841954,,3.484,1.741,130,105,70,70,0.9555,6.02,0.779306133,2.570295,3.4092,0.6891,-0.0748,0.0748,Good,Good,IS,1.238,0.538,0.2,1,0,SA,0.25,1,9.523861033,9.66835,58.14755,33.38256
T-33,Tallada,,42.61894,0.73089,2378,66.19,1.6,0.402844882,,1.996,1.752,120,70,55,70,0.462,3.77,0.76660343,1.24278,3.4092,0.6891,1.4132,1.4132,Good,Good,IS,1.714,0.458,0.2,1,0,A,0,1,5.248275451,4.20885,43.37541,29.59312
T-34,Tallada,,42.61897,0.73086,2375,64.757,1.747,0.400818036,,2.959,1.745,160,85,50,85,0.68,5.17,0.723323969,1.8292,3.4092,0.6891,0.4502,0.4502,Good,Good,IS,1.882,0.313,0,1,0,A,0,1,7.320802926,6.63434,39.33678,26.81568
T-35,Tallada,,42.61911,0.73088,2372,59.857,2.387,0.624764068,,6.423,1.724,160,155,50,50,1.24,8.11,0.688247106,3.3356,3.4092,0.6891,-3.0138,3.0138,Old,Bad,IS,1.032,0.313,0,1,0,SA,0,1,5.103415301,4.30367,24.9821,17.38099
T-36,Tallada,,42.61865,0.72911,2407,63.99,1.333,0.32684186,,3.484,1.741,130,115,110,110,1.6445,8.38,0.804012297,4.423705,3.4092,0.6891,-0.0748,0.0748,Good,Good,C,1.13,0.846,0.2,1,0,SA,0,1,0.240192606,0,189.88704,22.57323
T-37,Tallada,,42.61873,0.72926,2405,62.39,1.56,0.342462951,,4.598,1.734,100,75,60,60,0.45,3.6,0.788841892,1.2105,3.4092,0.6891,-1.1888,1.1888,Good,Good,C,1.333,0.6,0,1,0.2,A,0,0.5,0.485194756,0,171.01949,18.59619
T-38,Tallada,,42.61881,0.72947,2404,64.39,1.707,0.38906831,,3.209,1.743,85,60,60,60,0.306,2.76,0.795651086,0.82314,3.4092,0.6891,0.2002,0.2002,Good,Good,C,1.417,0.706,0,1,0,SA,0.25,0.5,0.448475501,0,146.03233,18.47829
T-39,Tallada,,42.61894,0.72959,2401,65.957,1.111,0.267503272,,2.151,1.75,200,110,105,105,2.31,10.91,0.774581929,6.2139,3.4092,0.6891,1.2582,1.2582,Good,Good,C,1.818,0.525,0,1,0,A,0.5,1,0.347329083,0,128.20603,19.33537
T-40,Tallada,,42.61902,0.72964,2393,64.423,1.071,0.259743733,,3.186,1.743,150,105,75,75,1.18125,6.975,0.774761076,3.1775625,3.4092,0.6891,0.2232,0.2232,Good,Good,C,1.429,0.5,0,1,0,A,0.25,1,1.002034688,0,120.06518,23.73037
T-41,Tallada,,42.61914,0.72978,2391,64.29,1.207,0.270320656,,3.278,1.743,110,50,50,50,0.275,2.7,0.757429396,0.73975,3.4092,0.6891,0.1312,0.1312,Good,Good,C,2.2,0.455,0,1,0,A,0.25,0.5,0.549478003,0,101.49447,20.9634
T-42,Tallada,,42.61919,0.72987,2389,61.557,1.567,0.318684929,,5.19,1.731,75,55,50,50,0.20625,2.125,0.794427913,0.5548125,3.4092,0.6891,-1.7808,1.7808,Old,Bad,C,1.364,0.667,0.2,1,0,A,0.25,1,0.567935881,0,90.37244,16.12809
T-43,Tallada,,42.61924,0.73002,2387,64.523,1.164,0.288947482,,3.118,1.744,150,65,50,50,0.4875,4.1,0.730606191,1.311375,3.4092,0.6891,0.2912,0.2912,Good,Good,C,2.308,0.333,0,1,0,A,0.75,0.5,3.363964794,0,72.82923,14.22226
T-44,Tallada,,42.61935,0.73022,2385,62.823,1.567,0.334007154,,4.294,1.736,100,50,40,40,0.2,2.2,0.751763855,0.538,3.4092,0.6891,-0.8848,0.8848,Good,Good,C,2,0.4,0,1,0,A,0,0.5,0.632960174,0,47.54685,23.32051
T-45,Tallada,,42.61939,0.73032,2383,63.523,1.689,0.37458347,,3.806,1.739,110,75,55,55,0.45375,3.685,0.774921525,1.2205875,3.4092,0.6891,-0.3968,0.3968,Good,Good,C,1.467,0.5,0.2,1,0,A,0.5,1,0.320530777,0,35.61379,11.37127
T-46,Tallada,,42.6194,0.73041,2382,64.257,1.418,0.319575195,,3.301,1.742,75,70,45,45,0.23625,2.355,0.784767648,0.6355125,3.4092,0.6891,0.1082,0.1082,Good,Good,C,1.071,0.6,0,1,0,A,0.25,1,1.160457775,0,25.94314,13.87723
T-47,Tallada,,42.61946,0.73054,2381,61.223,1.398,0.296517745,,5.429,1.729,160,100,60,60,0.96,6.32,0.744642583,2.5824,3.4092,0.6891,-2.0198,2.0198,Old,Bad,C,1.6,0.375,0.2,1,0,SA,0.25,1,1.450423579,0,10.06457,20.47479
T-48,Tallada,,42.61945,0.73075,2373,60.79,1.44,0.310435709,,5.742,1.727,55,50,30,30,0.0825,1.18,0.776672777,0.221925,3.4092,0.6891,-2.3328,2.3328,Old,Bad,C,1.1,0.545,0,1,0,SA,0,1,0.36883049,0,0,25.86562
T-49,Tallada,,42.61955,0.73067,2364,64.423,0.72,0.162956665,,3.186,1.743,110,60,60,60,0.396,3.36,0.776142808,1.06524,3.4092,0.6891,0.2232,0.2232,Good,Good,OS,1.833,0.545,0,1,0,A,0,1,9.847547914,8.42164,0,36.0031
T-50,Tallada,,42.61957,0.73038,2363,62.29,1.547,0.313169273,,4.669,1.734,120,75,60,75,0.54,4.14,0.7746038,1.4526,3.4092,0.6891,-1.2598,1.2598,Good,Good,OS,1.6,0.5,0,1,0,A,0.5,0,17.40555191,16.00525,24.90426,36.05536
T-51,Tallada,,42.61943,0.73017,2371,63.023,1.236,0.279958311,,4.154,1.737,130,75,60,60,0.585,4.41,0.767036644,1.57365,3.4092,0.6891,-0.7448,0.7448,Good,Good,OS,1.733,0.462,0,1,0,SA,0,0.5,9.24991132,7.89002,49.64744,33.83972
T-52,Tallada,,42.61943,0.72998,2371,62.357,1.391,0.307061641,,4.622,1.734,75,60,25,25,0.1125,1.575,0.715547686,0.302625,3.4092,0.6891,-1.2128,1.2128,Good,Good,OS,1.25,0.333,0,1,0.2,SR,0,0.5,15.380144,14.57071,70.32709,34.79644
T-53,Tallada,,42.61938,0.72984,2371,63.023,1.704,0.370771721,,4.154,1.737,222,140,70,70,2.1756,11.284,0.719571157,5.852364,3.4092,0.6891,-0.7448,0.7448,Good,Good,OS,1.586,0.315,0,1,0.4,SA,0.25,0,17.92788895,18.18706,86.69182,35.72651
T-54,Tallada,,42.61929,0.72969,2376,63.457,1.036,0.241844807,,3.852,1.739,120,115,50,50,0.69,5.11,0.738974215,1.8561,3.4092,0.6891,-0.4428,0.4428,Good,Good,OS,1.043,0.417,0,1,0.2,SR,0,0,17.45006924,17.15806,105.29415,35.6527
T-55,Tallada,,42.61916,0.72962,2376,62.123,1.502,0.365368472,,4.787,1.733,180,100,55,55,0.99,6.68,0.719114079,2.6631,3.4092,0.6891,-1.3778,1.3778,Good,Good,OS,1.8,0.306,0,1,0.4,SA,0,0,11.50830349,10.7349,117.25505,36.1206
T-56,Tallada,,42.61907,0.72949,2385,64.823,1.467,0.347350427,,2.914,1.745,290,140,110,140,4.466,17.58,0.746009571,12.01354,3.4092,0.6891,0.4952,0.4952,Good,Good,OS,2.071,0.379,0,1,0,A,0,1,14.27652232,14.60089,134.43452,35.41223
T-57,Tallada,,42.619,0.72934,2386,62.057,1.476,0.312382034,,4.834,1.733,140,105,80,105,1.176,6.86,0.785413249,3.16344,3.4092,0.6891,-1.4248,1.4248,Good,Good,OS,1.333,0.571,0,1,0.2,SA,0,0.5,20.88530291,22.10821,152.81582,35.45782
T-58,Tallada,,42.61882,0.72919,2397,63.304,1.13,0.281438493,,3.958,1.738,175,125,60,60,1.3125,7.975,0.72691948,3.530625,3.4092,0.6891,-0.5488,0.5488,Good,Good,OS,1.4,0.343,0,1,0.4,SA,0,0,11.84246526,10.70714,174.62619,35.51463
T-59,Tallada,,42.61874,0.72905,2403,63.957,1.521,0.343231351,,3.506,1.741,70,70,30,30,0.147,1.82,0.740100947,0.39543,3.4092,0.6891,-0.0968,0.0968,Good,Good,OS,1,0.429,0,1,0,SA,0.25,1,11.1820982,10.5025,192.30905,35.44436
T-60,Tallada,,42.61862,0.72934,2404,64.879,1.65,0.363864336,,2.876,1.745,160,90,80,80,1.152,6.88,0.772438667,3.09888,3.4092,0.6891,0.5332,0.5332,Good,Good,IS,1.778,0.5,0,1,0.2,A,0,0.5,13.49755206,9.60166,168.35762,18.04112
T-61,Tallada,,42.61872,0.72958,2402,64.388,1.162,0.2578484,,3.211,1.743,80,55,35,35,0.154,1.825,0.76132204,0.41426,3.4092,0.6891,0.1982,0.1982,Good,Good,IS,1.455,0.438,0,1,0.2,SA,0.5,0,13.82806018,11.8414,139.59393,40.3729
T-62,Tallada,,42.61878,0.72958,2396,64.958,1.047,0.249031277,,2.822,1.746,65,60,45,60,0.1755,1.905,0.795744951,0.472095,3.4092,0.6891,0.5872,0.5872,Good,Good,IS,1.083,0.692,0,1,0,A,0,0.5,9.486927106,6.77582,136.41521,37.60562
T-63,Tallada,,42.61892,0.72969,2391,64.793,1.69,0.392353794,,2.935,1.745,175,120,80,80,1.68,8.92,0.766170556,4.5192,3.4092,0.6891,0.4742,0.4742,Good,Good,IS,1.458,0.457,0,1,0.4,A,0.25,0,8.281988174,5.84304,118.68976,30.50479
T-64,Tallada,,42.61901,0.72978,2388,64.052,1.153,0.277496967,,3.441,1.742,80,50,50,50,0.2,2.1,0.787562134,0.538,3.4092,0.6891,-0.0318,0.0318,Good,Good,IS,1.6,0.625,0,1,0.2,A,0.25,0.5,9.167771484,6.1529,105.6656,28.32221
T-65,Tallada,,42.61906,0.7299,2383,62.955,0.869,0.194280516,,4.202,1.737,100,100,50,100,0.5,4,0.761618473,1.345,3.4092,0.6891,-0.7928,0.7928,Good,Good,IS,1,0.5,0.2,1,0,A,0.25,0,12.81501136,9.33248,91.20729,27.39099
T-66,Tallada,,42.61914,0.73005,2381,64.41,1.041,0.222191814,,3.196,1.743,245,110,80,80,2.156,11.07,0.72906963,5.79964,3.4092,0.6891,0.2132,0.2132,Good,Good,IS,2.227,0.327,0,1,0,A,0.5,0.5,13.76491446,9.22396,72.52018,23.53769
T-67,Tallada,,42.61922,0.7302,2377,64.776,1.242,0.281012167,,2.946,1.745,180,75,70,70,0.945,6.27,0.742741669,2.54205,3.4092,0.6891,0.4632,0.4632,Good,Good,IS,2.4,0.389,0,1,0,A,0.5,1,13.35314351,8.41155,53.9984,23.16624
T-68,Tallada,,42.61927,0.73033,2374,67.221,1.285,0.287257631,,1.315,1.757,102,100,45,45,0.459,3.858,0.745870948,1.23471,3.4092,0.6891,2.0942,2.0942,Young,Bad,IS,1.02,0.441,0,1,0,A,0.25,1,12.27796751,9.13367,38.59558,20.52664
T-69,Tallada,,42.61933,0.73046,2373,65.213,2.019,0.495127011,,2.65,1.747,90,90,70,70,0.567,4.14,0.800213406,1.52523,3.4092,0.6891,0.7592,0.7592,Good,Good,IS,1,0.778,0,1,0,A,0,1,9.882587849,5.7157,22.91347,21.93909
T-70,Tallada,,42.61934,0.73067,2370,61.538,1.821,0.400376819,,5.204,1.73,350,90,90,90,2.835,14.22,0.681218714,7.62615,3.4092,0.6891,-1.7948,1.7948,Old,Bad,IS,3.889,0.257,0,1,0,A,0.5,1,13.21224776,8.3122,0,12.82477
ARL-01,Arànser Left,,42.42374,1.6564,1760,48.094,4.283,0.935172433,,16.055,1.693,130,100,95,95,1.235,6.97,0.79866132,3.32215,23.2931,1.1155,7.2381,7.2381,Young,Bad,C,1.3,0.731,0.6,1,0,R,0,0,1.56665,0,1.45111,9.50774
ARL-02,Arànser Left,,42.42406,1.65631,1765,46.264,4.116,0.919400058,,17.762,1.692,140,85,75,75,0.8925,5.755,0.778952448,2.400825,23.2931,1.1155,5.5311,5.5311,Young,Bad,OS,1.647,0.536,0.4,1,0.2,R,0.25,0,26.90048,14.79051,37.32835,18.82259
ARL-03,Arànser Left,,42.42387,1.65596,1767,46.967,4.134,0.934675033,,17.098,1.693,150,100,100,100,1.5,8,0.792115133,4.035,23.2931,1.1155,6.1951,6.1951,Young,Bad,C,1.5,0.667,0.2,1,0,SR,0.5,0,12.57532,0,50.03963,12.40881
ARL-04,Arànser Left,,42.42393,1.65508,1761,45.342,3.692,0.795772006,,18.648,1.692,150,120,75,75,1.35,7.65,0.772168122,3.6315,23.2931,1.1155,4.6451,4.6451,Young,Bad,IS,1.25,0.5,0.4,1,0.2,SR,0.25,0,76.57667,50.81026,147.28029,25.20884
ARL-05,Arànser Left,,42.42408,1.65562,1776,48.238,3.926,0.90203651,,15.923,1.693,135,90,55,55,0.66825,4.905,0.753594565,1.7975925,23.2931,1.1155,7.3701,7.3701,Young,Bad,C,1.5,0.407,0.4,1,0,A,0,0,19.77492,0,93.81472,20.4827
ARL-06,Arànser Left,,42.42446,1.65593,1780,45.813,3.447,0.791173885,,18.193,1.692,210,105,100,105,2.205,10.71,0.764951175,5.93145,23.2931,1.1155,5.1001,5.1001,Young,Bad,OS,2,0.476,0.2,1,0.2,SA,0.25,0.5,33.82963,20.65836,95.58423,26.51228
ARL-07,Arànser Left,,42.42477,1.6558,1778,52.472,4.034,0.861539578,,12.219,1.7,110,110,95,95,1.1495,6.6,0.804043427,3.092155,23.2931,1.1155,11.0741,11.0741,Young,Bad,OS,1,0.864,0.2,1,0.4,R,0,0,43.96783,22.70981,132.634,16.22856
ARL-08,Arànser Left,,42.42445,1.65537,1783,46.119,4.512,0.966602735,,17.9,1.692,125,120,90,90,1.35,7.41,0.797177616,3.6315,23.2931,1.1155,5.3931,5.3931,Young,Bad,C,1.042,0.72,0.2,1,0,SA,0.25,0,15.6667,0,138.58751,6.3392
ARL-09,Arànser Left,,42.42484,1.65537,1786,44.86,3.648,0.839398876,,19.119,1.693,250,165,140,165,5.775,19.87,0.783407244,15.53475,23.2931,1.1155,4.1741,4.1741,Young,Bad,C,1.515,0.56,0.2,1,0,R,0,1,12.58154,0,167.3686,14.64202
ARL-10,Arànser Left,,42.4252,1.65484,1788,44.065,3.404,0.716787895,,19.906,1.693,135,115,50,50,0.77625,5.605,0.72874611,2.0881125,23.2931,1.1155,3.3871,3.3871,Young,Bad,C,1.174,0.37,0.4,1,0.2,R,0,0,23.82397,0,237.37136,16.58229
ARL-11,Arànser Left,,42.42553,1.65471,1788,47.529,4.474,0.982212158,,16.575,1.693,140,85,75,85,0.8925,5.755,0.778952448,2.400825,23.2931,1.1155,6.7181,6.7181,Young,Bad,OS,1.647,0.536,0.2,1,0.4,SR,0.5,0.5,54.11765,24.04306,273.64806,26.04379
ARL-12,Arànser Left,,42.42593,1.65389,1795,46.399,4.696,1.008631747,,17.633,1.692,80,55,45,55,0.198,2.095,0.784170001,0.53262,23.2931,1.1155,5.6601,5.6601,Young,Bad,OS,1.455,0.563,0,1,0,A,0,0,51.87983,41.82651,370.28945,18.49555
