Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
ARR-110,Arànser Right,,42.428304,1.631654,1980,41.1,3.84,0.865307764,,22.738,1.68,70,65,35,35,0.15925,1.855,0.765937215,0.4283825,21.9616,0.9748,-0.7764,0.7764,,,IS,1.076923077,0.5,0.2,1,0,SR,0.25,0,69.18332594,62.31633372,1721.82102,24.27013
ARR-111,Arànser Right,,42.427999,1.632536,1968,41.8,2.933333333,0.645715828,,21.999,1.678,170,120,80,120,1.632,8.72,0.768742826,4.39008,21.9616,0.9748,-0.0374,0.0374,,,IS,1.416666667,0.470588235,0.4,1,0,SA,0.5,0,75.66866089,66.51284909,1641.90475,20.78763
ARR-112,Arànser Right,,42.427554,1.633008,1962,41.5,3.433333333,0.759529754,,22.314,1.679,120,120,105,120,1.512,7.92,0.804377913,4.06728,21.9616,0.9748,-0.3524,0.3524,,,IS,1,0.875,0.4,1,0.2,SR,0.5,0,55.46740909,48.83540179,1584.33246,27.98262
ARR-113,Arànser Right,,42.426954,1.633981,1946,45.4,3.08,0.714573066,,18.38,1.674,120,90,60,60,0.648,4.68,0.77378732,1.74312,21.9616,0.9748,3.5816,3.5816,,,IS,1.333333333,0.5,0.8,1,0,SA,0.75,0,46.03933359,41.0988769,1482.50204,27.5684
ARR-114,Arànser Right,,42.426667,1.634851,1928,41.76666667,3.715555556,0.807314939,,22.034,1.679,125,105,50,50,0.65625,4.925,0.741522103,1.7653125,21.9616,0.9748,-0.0724,0.0724,,,IS,1.19047619,0.4,0.4,1,0,SR,0.25,0,61.23305491,55.79901158,1404.29971,19.48325
ARR-115,Arànser Right,,42.425285,1.637506,1901,42.36666667,3.148888889,0.686804884,,21.409,1.677,110,110,65,65,0.7865,5.28,0.78039777,2.115685,21.9616,0.9748,0.5526,0.5526,,,IS,1,0.590909091,0.8,1,0,SR,0.5,0,61.17629613,55.9827824,1140.3668,23.73468
ARR-116,Arànser Right,,42.424952,1.637562,1913,47.1,3.58,0.783979945,,16.769,1.675,120,80,55,55,0.528,4.12,0.766789558,1.42032,21.9616,0.9748,5.1926,5.1926,,,IS,1.5,0.458333333,0.6,1,0.2,SR,0.5,0,30.53562342,26.38765361,1120.8727,23.51573
ARR-117,Arànser Right,,42.422902,1.643149,1873,53.5,3.933333333,0.848594237,,11.188,1.685,170,100,65,65,1.105,6.91,0.748021813,2.97245,21.9616,0.9748,10.7736,10.7736,,,IS,1.7,0.382352941,0,1,0,A,0.25,0.5,25.94015521,23.15301164,608.77434,23.85328
ARR-118,Arànser Right,,42.422128,1.647773,1822,43.33333333,2.933333333,0.669795141,,20.42,1.676,150,100,70,70,1.05,6.5,0.76859396,2.8245,21.9616,0.9748,1.5416,1.5416,,,IS,1.5,0.466666667,0.4,1,0,SR,0.25,0,41.37733862,36.11185679,230.87054,18.61431
ARR-119,Arànser Right,,42.421615,1.648549,1813,46.2,3.533333333,0.756004539,,17.614,1.674,80,60,45,45,0.216,2.22,0.784212302,0.58104,21.9616,0.9748,4.3476,4.3476,,,IS,1.333333333,0.5625,0.2,1,0,SA,0.25,0.5,12.56120044,7.809565121,145.82842,16.55099
ARR-120,Arànser Right,,42.421647,1.64895,1803,44.56666667,3.537777778,0.754926198,,19.191,1.675,145,110,95,110,1.51525,8.035,0.794001102,4.0760225,21.9616,0.9748,2.7706,2.7706,,,IS,1.318181818,0.655172414,0.2,1,0,SA,0,0.5,30.15515077,25.3804932,121.95429,20.21632
